source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract,board_data_status
TM-11159-1752844182.lin,TM,open,10,b,both,4.0,E,SJ6H542DKT943CK43,S9HQ76DA65CAQT876,SKQ5HK983DQ82CJ52,,SJ6H542DKT943CK43,S9HQ76DA65CAQT876,SKQ5HK983DQ82CJ52,,,PASS PASS 1C PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-11159-1752844182.lin,TM,open,11,o,none,1.0,S,SK87HKQJ962DQ85C9,SJ632HADA432CKJ64,SAQ4HT74DKT7CT532,,SK87HKQJ962DQ85C9,SJ632HADA432CKJ64,SAQ4HT74DKT7CT532,,,1H X 2H 3C 3H PASS PASS PASS,3H,missing_or_invalid
TM-11159-1752844182.lin,TM,open,12,n,ns,2.0,W,SKQJTHA8754DKT3CT,S92HKQJTDA9764C72,SA87H32DJ52CAQ954,,SKQJTHA8754DKT3CT,S92HKQJTDA9764C72,SA87H32DJ52CAQ954,,,PASS 1C PASS 1H PASS 1NT PASS 2D! PASS 2NT PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-1591-1775567188.lin,TM,open,1,o,none,3.0,N,S3579H6JKAD6TKC9K,STKH49D27AC34678A,S2JAH278QD58C2TJQ,,S3579H6JKAD6TKC9K,STKH49D27AC34678A,S2JAH278QD58C2TJQ,,8.0,PASS PASS 1D 2C PASS PASS X PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-1591-1775567188.lin,TM,open,2,n,ns,4.0,E,S2359JAH37D3TKC57,S478KH89D7JC34TJA,STH6TQAD2589QC26K,,S2359JAH37D3TKC57,S478KH89D7JC34TJA,STH6TQAD2589QC26K,,,1H 1S 1NT 2D PASS PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-1591-1775567188.lin,TM,open,3,e,ew,1.0,S,S39JKH23JQAD7C34K,S7QH4TD2689KC567J,S246TH579KD5JQCTA,,S39JKH23JQAD7C34K,S7QH4TD2689KC567J,S246TH579KD5JQCTA,,10.0,1H PASS 3D! PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-1591-1775567188.lin,TM,open,4,b,both,2.0,W,S289H27D47TJQCTJQ,S3567QHD29KC2367A,S4KH3568TJKD5C49K,,S289H27D47TJQCTJQ,S3567QHD29KC2367A,S4KH3568TJKD5C49K,,,2S! 3H 3S PASS PASS PASS,3S,missing_or_invalid
TM-1591-1775567188.lin,TM,open,5,n,ns,3.0,N,S236AH25D9QC246TQ,SH34689QD234KC38J,STJKH7TD678JAC79K,,S236AH25D9QC246TQ,SH34689QD234KC38J,STJKH7TD678JAC79K,,,1D 1S 1NT PASS 2D 2S PASS PASS PASS,2S,missing_or_invalid
TM-1591-1775567188.lin,TM,open,6,e,ew,4.0,E,S689JH367KD278QC9,S25KAHJAD3C3678QK,SQH458TD459JC4TJA,,S689JH367KD278QC9,S25KAHJAD3C3678QK,SQH458TD459JC4TJA,,10.0,PASS PASS 1C PASS 1S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-1591-1775567188.lin,TM,open,7,b,both,1.0,S,S9JQKH6TJQDQC2357,S368TH49KAD2JC9KA,S25AH3D36789KAC6Q,,S9JQKH6TJQDQC2357,S368TH49KAD2JC9KA,S25AH3D36789KAC6Q,,11.0,PASS 1NT 3D PASS PASS PASS,3D,missing_or_invalid
TM-1591-1775567188.lin,TM,open,8,o,none,2.0,W,S589AH7TJD27AC26A,S367KH2KD369JC38T,S4QH3459ADKC579JQ,,S589AH7TJD27AC26A,S367KH2KD369JC38T,S4QH3459ADKC579JQ,,11.0,PASS 1H PASS 1S PASS 2C PASS 2D! PASS 2H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-1591-1775567188.lin,TM,open,9,e,ew,3.0,N,S8H45KD269QC468JA,S4TAH267TD578CTQK,S3569QH38QD3TC259,,S8H45KD269QC468JA,S4TAH267TD578CTQK,S3569QH38QD3TC259,,,PASS 1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-1591-1775567188.lin,TM,open,10,b,both,4.0,E,S347H5AD7TJAC678K,S6JQKH23468TKD48C,S8AHJQD3569QC29TQ,,S347H5AD7TJAC678K,S6JQKH23468TKD48C,S8AHJQD3569QC29TQ,,11.0,PASS 1D 1H 2H! PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-1591-1775567188.lin,TM,open,11,o,none,1.0,S,S35QAH78TD268KC69,S67TH2356AD9C28TQ,S89KH49D5QAC37JKA,,S35QAH78TD268KC69,S67TH2356AD9C28TQ,S89KH49D5QAC37JKA,,,PASS PASS 1C PASS 1S PASS 2D PASS 3D PASS 3S PASS 4D! PASS PASS PASS,3S,missing_or_invalid
TM-1591-1775567188.lin,TM,open,12,n,ns,2.0,W,S489AH2JD4TAC48QK,S2TQKHAD37QKC69JA,S67H79TKD289JC235,,S489AH2JD4TAC48QK,S2TQKHAD37QKC69JA,S67H79TKD289JC235,,,1D PASS PASS 1N! X PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-16689-1755261075.lin,TM,open,1,o,none,3.0,N,S237JKAH9JD56QKC4,SH8KD34789TJC369T,S4589QH3467ADC78K,,S237JKAH9JD56QKC4,SH8KD34789TJC369T,S4589QH3467ADC78K,,11.0,PASS 1C 1S 2D 4S PASS PASS PASS,4S,missing_or_invalid
TM-16689-1755261075.lin,TM,open,2,n,ns,4.0,E,S678KAH279KDJC8QA,S3TH34QAD36C567TJ,S59JQH568JD2TAC29,,S678KAH279KDJC8QA,S3TH34QAD36C567TJ,S59JQH568JD2TAC29,,11.0,3D 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-16689-1755261075.lin,TM,open,3,e,ew,1.0,S,S2789H3JD267QKCTA,S4QKH6TD489C2568K,S56AH2457QKDC349Q,,S2789H3JD267QKCTA,S4QKH6TD489C2568K,S56AH2457QKDC349Q,,,PASS PASS 1H 2D PASS PASS 2H PASS PASS 3D PASS PASS X PASS PASS PASS,3D,missing_or_invalid
TM-16689-1755261075.lin,TM,open,4,b,both,2.0,W,S79AH368QD8C58TQA,S3KH25KAD3679C4JK,S568QH79JD45QKC29,,S79AH368QD8C58TQA,S3KH25KAD3679C4JK,S568QH79JD45QKC29,,,1D PASS 1S 2C 2H PASS 3D PASS PASS PASS,3D,missing_or_invalid
TM-16689-1755261075.lin,TM,open,5,n,ns,3.0,N,SAH89TQKD7TJKC2TA,S345JHJAD58C34567,S279TKH356D9AC89Q,,SAH89TQKD7TJKC2TA,S345JHJAD58C34567,S279TKH356D9AC89Q,,11.0,PASS PASS 1H PASS 1S PASS 2D PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-16689-1755261075.lin,TM,open,6,e,ew,4.0,E,S5678TH256D9C349Q,S2H789JKD4678QC8J,S9JQKH4TQAD23C6TK,,S5678TH256D9C349Q,S2H789JKD4678QC8J,S9JQKH4TQAD23C6TK,,,1D PASS 1H PASS 2C PASS 2H PASS 2NT PASS 3D PASS 5D PASS PASS PASS,5D,missing_or_invalid
TM-16689-1755261075.lin,TM,open,7,b,both,1.0,S,S2TQH7QD89TQAC8JK,S347H8AD26JC347QA,S69JAH59TKD37KC56,,S2TQH7QD89TQAC8JK,S347H8AD26JC347QA,S69JAH59TKD37KC56,,,1D PASS 1H PASS 1NT PASS 2D! PASS 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-16689-1755261075.lin,TM,open,8,o,none,2.0,W,S6TH457D347QKC568,S35QKH89KD69JC9JK,S28HJD258TAC247TA,,S6TH457D347QKC568,S35QKH89KD69JC9JK,S28HJD258TAC247TA,,12.0,1C PASS 1H PASS 1S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-16689-1755261075.lin,TM,open,9,e,ew,3.0,N,S24QH467KD2QC67JA,SAH38JQD34KC459TK,S78TJKH59D579C23Q,,S24QH467KD2QC67JA,SAH38JQD34KC459TK,S78TJKH59D579C23Q,,,PASS PASS 1C 1H PASS PASS PASS,1H,missing_or_invalid
TM-16689-1755261075.lin,TM,open,10,b,both,4.0,E,S79TAHTAD2AC46TQK,SJKH46KD34TJKC259,S368H289D56789C3A,,S79TAHTAD2AC46TQK,SJKH46KD34TJKC259,S368H289D56789C3A,,,PASS 1NT 2D PASS PASS PASS,2D,missing_or_invalid
TM-18880-1775912836.lin,TM,open,1,o,none,3.0,N,S59AH3689JQAD9QCJ,S8JH4TD235TC5678Q,S23TQH57D67JKC9KA,,S59AH3689JQAD9QCJ,S8JH4TD235TC5678Q,S23TQH57D67JKC9KA,,12.0,1D PASS 1H PASS 1NT PASS 2D! PASS 2S PASS 3H PASS 3NT PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-18880-1775912836.lin,TM,open,2,n,ns,4.0,E,S279AH37TAD2TC3JK,S346JH245JKD7C9TQ,S5TQKH69D458JQKCA,,S279AH37TAD2TC3JK,S346JH245JKD7C9TQ,S5TQKH69D458JQKCA,,,PASS 1C 1H X PASS 2S PASS 3H! PASS 3S! PASS 4D! PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-18880-1775912836.lin,TM,open,3,e,ew,1.0,S,STJAH6JAD5TQC47KA,S34589QH489D27JCQ,S7H23TKD69C23568T,,STJAH6JAD5TQC47KA,S34589QH489D27JCQ,S7H23TKD69C23568T,,10.0,1C 2S PASS PASS X PASS 3C 3S X PASS 4C PASS PASS PASS,4C,missing_or_invalid
TM-18880-1775912836.lin,TM,open,4,b,both,2.0,W,S38TKHJKD345AC9TK,S46H6D789JQKC237A,S7JH23489QD26C46J,,S38TKHJKD345AC9TK,S46H6D789JQKC237A,S7JH23489QD26C46J,,9.0,1D PASS 1S PASS 2C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-18880-1775912836.lin,TM,open,5,n,ns,3.0,N,S368H4D356TKC29TA,S5H256JQKD78JC3QK,S249JKH3D9QAC468J,,S368H4D356TKC29TA,S5H256JQKD78JC3QK,S249JKH3D9QAC468J,,11.0,1S 2H 2S 4H PASS PASS PASS,4H,missing_or_invalid
TM-18880-1775912836.lin,TM,open,6,e,ew,4.0,E,S238JAH34AD67TC23,S9TKH79TQKD4QC59T,S6QH56D2358JAC48A,,S238JAH34AD67TC23,S9TKH79TQKD4QC59T,S6QH56D2358JAC48A,,8.0,PASS PASS PASS 1D 2C 2S 3H PASS PASS PASS,3H,missing_or_invalid
TM-18880-1775912836.lin,TM,open,7,b,both,1.0,S,S79JKAH34AD48C26A,S5TH2TD3JQC347TJK,S34QH679JD267TKC9,,S79JKAH34AD48C26A,S5TH2TD3JQC347TJK,S34QH679JD267TKC9,,10.0,1NT 3C PASS PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-18880-1775912836.lin,TM,open,8,o,none,2.0,W,S2AH2459KAD268TC8,SQH3JD57JQAC345QK,S45TKH6TD39KC267J,,S2AH2459KAD268TC8,SQH3JD57JQAC345QK,S45TKH6TD39KC267J,,9.0,1C PASS 1S 3H X PASS PASS PASS,3H,missing_or_invalid
TM-18880-1775912836.lin,TM,open,9,e,ew,3.0,N,S8TKH23TAD37JC6TK,S59QH5JKD56QKC7QA,S2347H47D4TC3589J,,S8TKH23TAD37JC6TK,S59QH5JKD56QKC7QA,S2347H47D4TC3589J,,,PASS PASS 1H 1NT PASS 3C! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-18880-1775912836.lin,TM,open,10,b,both,4.0,E,S267QKH78QDTQC4TA,S5TAH69TD5678KC2K,S389H23JAD29C569J,,S267QKH78QDTQC4TA,S5TAH69TD5678KC2K,S389H23JAD29C569J,,10.0,PASS 1S 2D PASS 3D PASS PASS PASS,3D,missing_or_invalid
TM-18880-1775912836.lin,TM,open,11,o,none,1.0,S,S678H35KAD79TKC39,S235QH269D34C256J,SJAH47TD6AC48TQKA,,S678H35KAD79TKC39,S235QH269D34C256J,SJAH47TD6AC48TQKA,,9.0,PASS PASS 1C 1D 1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-18880-1775912836.lin,TM,open,12,n,ns,2.0,W,S9JKH34QD3579C56A,S34H2789TKADJC29J,S26TQH6JD268TKACQ,,S9JKH34QD3579C56A,S34H2789TKADJC29J,S26TQH6JD268TKACQ,,9.0,1H 2D X 3D 3H PASS PASS PASS,3H,missing_or_invalid
TM-23712-1755433687.lin,TM,open,1,o,none,3.0,N,SQT42HAQ874DTCKT4,SJ7HJT92DK763C987,SAK986HKDA9854CA2,,SQT42HAQ874DTCKT4,SJ7HJT92DK763C987,SAK986HKDA9854CA2,,13.0,1S PASS 2H PASS 3D PASS 3S PASS 4N! PASS 5C PASS 5D! PASS 6S PASS 7S PASS PASS PASS,7S,missing_or_invalid
TM-23712-1755433687.lin,TM,open,2,n,ns,4.0,E,SQ2HK74DAK7C98765,SKJT9753H52DQJ6C3,SA8HQJ86DT932CAJ2,,SQ2HK74DAK7C98765,SKJT9753H52DQJ6C3,SA8HQJ86DT932CAJ2,,,PASS 1C 2S D! PASS 3H 3S 4H PASS PASS 4S X PASS PASS PASS,4S,missing_or_invalid
TM-23712-1755433687.lin,TM,open,3,e,ew,1.0,S,SK962HJT85DT84CQ5,SAJ853H63DJ763CA2,SQ74HA74DA5CT9874,,SK962HJT85DT84CQ5,SAJ853H63DJ763CA2,SQ74HA74DA5CT9874,,,PASS 2S PASS 3C PASS 3D PASS PASS PASS,3D,missing_or_invalid
TM-23712-1755433687.lin,TM,open,4,b,both,2.0,W,ST62HK3D73CAK8764,SQ754HT54DAT6CJT2,SKJ9HAQ962D984C53,,ST62HK3D73CAK8764,SQ754HT54DAT6CJT2,SKJ9HAQ962D984C53,,9.0,PASS PASS 1D 2C PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-23712-1755433687.lin,TM,open,5,n,ns,3.0,N,SAT86HAK94DJ4C876,SQJ97543HJT5D7C42,S2H87632DQ95CKT93,,SAT86HAK94DJ4C876,SQJ97543HJT5D7C42,S2H87632DQ95CKT93,,9.0,PASS 1D X 1S PASS 3C PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-23712-1755433687.lin,TM,open,6,e,ew,4.0,E,SJ874HJ98DA8CAQJ5,SAT52HQT5DJ6CK972,S6HK43DQT9743CT64,,SJ874HJ98DA8CAQJ5,SAT52HQT5DJ6CK972,S6HK43DQT9743CT64,,,1D X 1S PASS 2S PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-23712-1755433687.lin,TM,open,7,b,both,1.0,S,SKT9HJT73DA4CKQ82,S3HQ85DQT8753CJ97,SQJ64HA6DKJ9CT543,,SKT9HJT73DA4CKQ82,S3HQ85DQT8753CJ97,SQJ64HA6DKJ9CT543,,,1C PASS 1S PASS 1NT PASS 2NT PASS 3S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-23712-1755433687.lin,TM,open,8,o,none,2.0,W,S5H98DAT84CAQJT64,SKQJT2HKJT63D3C52,SA864HAQ54D76CK83,,S5H98DAT84CAQJT64,SKQJT2HKJT63D3C52,SA864HAQ54D76CK83,,10.0,1S PASS 2S 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-23712-1755433687.lin,TM,open,9,e,ew,3.0,N,SKQJ32HJ65D987C74,SA6HAQ84DAKT64C86,S985HK3DQ3CKQT932,,SKQJ32HJ65D987C74,SA6HAQ84DAKT64C86,S985HK3DQ3CKQT932,,8.0,1C PASS 1S X R! PASS PASS 2D PASS PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-23712-1755433687.lin,TM,open,10,b,both,4.0,E,SA96HAQJTDQJ8542C,SJ83H9872DKT73CQ6,SQ7H6D96CAKJ95432,,SA96HAQJTDQJ8542C,SJ83H9872DKT73CQ6,SQ7H6D96CAKJ95432,,,PASS 1D PASS 2C 2S 3H PASS 4C PASS 4D PASS 5C PASS 5NT PASS 6D PASS 6NT PASS PASS PASS,6NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,1,o,none,3.0,N,S479TH2367D6C249T,S6KH45JQDTJKAC3JK,S35AH8KAD578C5678,,S479TH2367D6C249T,S6KH45JQDTJKAC3JK,S35AH8KAD578C5678,,,1D! PASS 1H X R! 2S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,2,n,ns,4.0,E,S45H2348JD36AC237,S7JKAHAD57QKC6TQK,S3TQH57TD49TC589A,,S45H2348JD36AC237,S7JKAHAD57QKC6TQK,S3TQH57TD49TC589A,,,PASS PASS 2C! PASS 2NT PASS 3C! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,3,e,ew,1.0,S,S2JAH45KD2356C58K,S39QH2AD79JKAC34A,S4TKH3689QD4C6TJQ,,S2JAH45KD2356C58K,S39QH2AD79JKAC34A,S4TKH3689QD4C6TJQ,,,PASS 1D 1H PASS 2D! 2NT PASS PASS PASS,2NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,4,b,both,2.0,W,S568TAH7D238QC47K,S47KH3KD459KC269A,S9QH25TJAD6JC58TQ,,S568TAH7D238QC47K,S47KH3KD459KC269A,S9QH25TJAD6JC58TQ,,,1D 1H 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,5,n,ns,3.0,N,S2368AHKD3C2349TA,S5JQKH2678AD28C6J,S9TH5TJQD57JKC8QK,,S2368AHKD3C2349TA,S5JQKH2678AD28C6J,S9TH5TJQD57JKC8QK,,10.0,1D! PASS 1S 2H PASS PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,6,e,ew,4.0,E,S7H36TKAD479C59KA,S358TKH79D26KC2TQ,SQAH458D358TJQC38,,S7H36TKAD479C59KA,S358TKH79D26KC2TQ,SQAH458D358TJQC38,,11.0,PASS 1H PASS 1N! PASS 2C PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-26372-1753188361.lin,TM,open,7,b,both,1.0,S,S25AH4679D2678C25,S3JH23QD59TJKC38J,S7QH5AD4QC4679TKA,,S25AH4679D2678C25,S3JH23QD59TJKC38J,S7QH5AD4QC4679TKA,,6.0,PASS PASS 1C 1S PASS 1NT X 2S PASS PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,8,o,none,2.0,W,S4QH3579D369KC27A,S9KH246QD48AC39TK,S3578AHTJKD5QC45J,,S4QH3579D369KC27A,S9KH246QD48AC39TK,S3578AHTJKD5QC45J,,,1C 1S 1NT PASS PASS PASS,1NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,9,e,ew,3.0,N,S79KH36TKD69TC7TQ,S468H479AD4C2389A,SJQAHJQD2357KAC46,,S79KH36TKD69TC7TQ,S468H479AD4C2389A,SJQAHJQD2357KAC46,,7.0,1D PASS 1H PASS 3D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-26372-1753188361.lin,TM,open,10,b,both,4.0,E,S58TJKAH7D246C23Q,S34QH2568KADKC79A,S26H349TJD9C58TJK,,S58TJKAH7D246C23Q,S34QH2568KADKC79A,S26H349TJD9C58TJK,,,PASS 2D 2H PASS 3D PASS 4H PASS 5D PASS PASS PASS,5D,missing_or_invalid
TM-26372-1753188361.lin,TM,open,11,o,none,1.0,S,S25H348TJAD9TQC26,S8QH25D2456C39TQA,S36JH679D7JKAC478,,S25H348TJAD9TQC26,S8QH25D2456C39TQA,S36JH679D7JKAC478,,12.0,2D PASS 2H! 2S 3H 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-26372-1753188361.lin,TM,open,12,n,ns,2.0,W,S3589AH689KD279C2,SJKHTQD6QAC3568TQ,S27TQH234JDTJC479,,S3589AH689KD279C2,SJKHTQD6QAC3568TQ,S27TQH234JDTJC479,,13.0,1C! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-27353-1755519688.lin,TM,open,1,o,none,3.0,N,S8H25TQD36QC347TJ,S69H39JAD4TKC69QK,S457JH46KD2789C58,,S8H25TQD36QC347TJ,S69H39JAD4TKC69QK,S457JH46KD2789C58,,13.0,PASS 1S PASS 2C PASS 2S PASS 3NT PASS 4C! PASS 4H! PASS 5C! PASS 5S! PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-27353-1755519688.lin,TM,open,2,n,ns,4.0,E,S25JH56JD267KC7TJ,S49TAH9KD49C569KA,S7QKH2348D58TJACQ,,S25JH56JD267KC7TJ,S49TAH9KD49C569KA,S7QKH2348D58TJACQ,,8.0,PASS PASS 1C 1D 2C 2D 3C 3D PASS PASS 4C 4D PASS PASS PASS,4D,missing_or_invalid
TM-27353-1755519688.lin,TM,open,3,e,ew,1.0,S,S24KH9TJD68QKAC9J,S378JAH248D27TC7K,S69QH7KAD49C236TQ,,S24KH9TJD68QKAC9J,S378JAH248D27TC7K,S69QH7KAD49C236TQ,,9.0,1D 1S 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-27353-1755519688.lin,TM,open,4,b,both,2.0,W,S7H3469TJD89JC8TA,S5HKD234TC23459JK,S368JAH57QAD7QC6Q,,S7H3469TJD89JC8TA,S5HKD234TC23459JK,S368JAH57QAD7QC6Q,,8.0,PASS 1S PASS 1NT PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-27353-1755519688.lin,TM,open,5,n,ns,3.0,N,S239HJD2589TQAC6J,S46KAH356QD7C389K,S7TJQH24KD36KC257,,S239HJD2589TQAC6J,S46KAH356QD7C389K,S7TJQH24KD36KC257,,12.0,PASS 1H 3D 4D! X 4H PASS PASS PASS,4H,missing_or_invalid
TM-27353-1755519688.lin,TM,open,6,e,ew,4.0,E,S36QAH34QKD4JC456,S29KHD237QKAC39QK,S47TJH2569D56C27T,,S36QAH34QKD4JC456,S29KHD237QKAC39QK,S47TJH2569D56C27T,,12.0,PASS 1C X PASS 2H PASS 3D PASS 4D PASS 4N! PASS 5H PASS 6D PASS PASS PASS,6D,missing_or_invalid
TM-27353-1755519688.lin,TM,open,7,b,both,1.0,S,S3TAH29JD4JKC2569,S45789KH5AD59C3KA,SQH367QD267QAC7JQ,,S3TAH29JD4JKC2569,S45789KH5AD59C3KA,SQH367QD267QAC7JQ,,,PASS 1S X 2H PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-27353-1755519688.lin,TM,open,8,o,none,2.0,W,SAH2679JAD69TC68A,S37JKH4QD347KAC7J,S2589QH3KD25JC34T,,SAH2679JAD69TC68A,S37JKH4QD347KAC7J,S2589QH3KD25JC34T,,8.0,1D PASS 1NT 2H PASS PASS PASS,2H,missing_or_invalid
TM-27353-1755519688.lin,TM,open,9,e,ew,3.0,N,S24JQKH89TD47JQCA,S3567H2367D5C789T,S9TAH5QKD69KC345K,,S24JQKH89TD47JQCA,S3567H2367D5C789T,S9TAH5QKD69KC345K,,11.0,1NT PASS 2H! PASS 2S PASS 3D PASS 4S PASS 5C! PASS 5D! PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-27353-1755519688.lin,TM,open,10,b,both,4.0,E,S68TJAH9TD7JC347A,S247H6KAD69TQC59Q,S5QH45JD358KAC2TK,,S68TJAH9TD7JC347A,S247H6KAD69TQC59Q,S5QH45JD358KAC2TK,,10.0,PASS PASS PASS 1D PASS 1S PASS 1NT PASS 2C! PASS 2D! PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-30154-1753273078.lin,TM,open,1,o,none,3.0,N,SKJ53HT753DAJCA97,SQ842H964DK643C65,SHKQJ82D872CKQJT2,,SKJ53HT753DAJCA97,SQ842H964DK643C65,SHKQJ82D872CKQJT2,,12.0,1H 1S 2S 3S 4H PASS PASS PASS,4H,missing_or_invalid
TM-30154-1753273078.lin,TM,open,2,n,ns,4.0,E,SA64HQT9DAJT74CQ7,SK53H7543DK9852C6,S2HAJ6DQCAKJ95432,,SA64HQT9DAJT74CQ7,SK53H7543DK9852C6,S2HAJ6DQCAKJ95432,,12.0,2D! PASS 2S! 3C PASS 3D PASS 3S! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-30154-1753273078.lin,TM,open,3,e,ew,1.0,S,SKJ4HAT54DA94CK82,SQ975HDJT7653CQT6,SHQJ763DKQ8C97543,,SKJ4HAT54DA94CK82,SQ975HDJT7653CQT6,SHQJ763DKQ8C97543,,,1NT PASS 2D! 2S 3H 3S 4H PASS PASS 4S X PASS PASS PASS,4S,missing_or_invalid
TM-30154-1753273078.lin,TM,open,4,b,both,2.0,W,SA2HAQ8DKT53CQ762,SQJ94HJ75DAJ872C4,SK73HKT32DCAKT853,,SA2HAQ8DKT53CQ762,SQJ94HJ75DAJ872C4,SK73HKT32DCAKT853,,13.0,PASS 1C PASS 1D PASS 2C PASS 2H! PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-30154-1753273078.lin,TM,open,5,n,ns,3.0,N,SQJ72HQJ873D97CQ4,SK986HK5DJ652CK95,SAT53HT9DAKQTCA86,,SQJ72HQJ873D97CQ4,SK986HK5DJ652CK95,SAT53HT9DAKQTCA86,,,1NT PASS 2C! PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-30154-1753273078.lin,TM,open,6,e,ew,4.0,E,S82HQ5432DKT4CQT6,SAJ974HK97D983C98,SKT3HAJT8D72CJ752,,S82HQ5432DKT4CQT6,SAJ974HK97D983C98,SKT3HAJT8D72CJ752,,10.0,1D PASS 1S X 2C 2H 2S PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-30154-1753273078.lin,TM,open,7,b,both,1.0,S,SAKT6HQ83DQTCKJ86,SQJ97H2D9872CQT95,SHAK7654DAKJ4C742,,SAKT6HQ83DQTCKJ86,SQJ97H2D9872CQT95,SHAK7654DAKJ4C742,,13.0,1NT PASS 4D! PASS 4H PASS 4N! PASS 5C! PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-30154-1753273078.lin,TM,open,8,o,none,2.0,W,S5H9632DKQ6CT7542,SJHAKQ4DA83CAQJ93,SKT72HT875DJ754CK,,S5H9632DKQ6CT7542,SJHAKQ4DA83CAQJ93,SKT72HT875DJ754CK,,,2C! PASS 2S PASS 3C! PASS 3S PASS 6NT PASS PASS PASS,6NT,missing_or_invalid
TM-30154-1753273078.lin,TM,open,9,e,ew,3.0,N,SQT43HK843D93CKJ8,SJHAQJ9652DQJT62C,SK972HTDAK754CT76,,SQT43HK843D93CKJ8,SJHAQJ9652DQJT62C,SK972HTDAK754CT76,,7.0,1D 2C X 4H 4S PASS PASS PASS,4S,missing_or_invalid
TM-30154-1753273078.lin,TM,open,10,b,both,4.0,E,SAJT92HKTDACT8742,S3HQ832DJ65CAKQJ9,SKQ765HAJ64DT2C63,,SAJT92HKTDACT8742,S3HQ832DJ65CAKQJ9,SKQ765HAJ64DT2C63,,11.0,3D 3S X 4S PASS PASS 5D X PASS 5S PASS PASS PASS,5S,missing_or_invalid
TM-30157-1753273189.lin,TM,open,1,o,none,3.0,N,SKJ53HT753DAJCA97,SQ842H964DK643C65,SHKQJ82D872CKQJT2,,SKJ53HT753DAJCA97,SQ842H964DK643C65,SHKQJ82D872CKQJT2,,12.0,1H 1S 2S 3S 4H PASS PASS PASS,4H,missing_or_invalid
TM-30157-1753273189.lin,TM,open,2,n,ns,4.0,E,SA64HQT9DAJT74CQ7,SK53H7543DK9852C6,S2HAJ6DQCAKJ95432,,SA64HQT9DAJT74CQ7,SK53H7543DK9852C6,S2HAJ6DQCAKJ95432,,12.0,2D! 3D 3H! 6C PASS PASS PASS,6C,missing_or_invalid
